date,UA_actual,UA_counterfactual_svar,EA_average
2008-07-01,26.84571024488265,23.748889600265148,4.109090909090909
2008-08-01,25.963086018526617,22.867832543702345,3.972727272727273
2008-09-01,24.60731894787709,21.356268567669805,3.8818181818181814
2008-10-01,23.1541723712255,17.44451680530034,3.3454545454545452
2008-11-01,22.31065064265543,10.47180830321528,2.354545454545455
2008-12-01,22.31065064265545,5.0043752066518294,1.7909090909090908
2009-01-01,22.31065064265547,0.955504874795426,1.3454545454545455
2009-02-01,20.88150964196227,0.10318658928862434,1.290909090909091
2009-03-01,18.086561442148085,-2.7152370596246405,0.6181818181818182
2009-04-01,15.566770606331184,-2.8429191622899026,0.6090909090909091
2009-05-01,14.654101144484557,-5.355683849895618,0.009090909090909078
2009-06-01,14.995333588366954,-6.769605627064213,-0.22727272727272735
2009-07-01,15.457626386712132,-8.505918004702467,-0.6545454545454544
2009-08-01,15.342053187125826,-6.046950329610944,-0.24545454545454543
2009-09-01,14.999791901704086,-5.358320574926201,-0.4818181818181818
2009-10-01,14.0951721030673,-3.5113638702580854,-0.33636363636363636
2009-11-01,13.6455359568483,1.2749694629171926,0.29090909090909084
2009-12-01,12.309839158139036,5.3371918749743905,0.6909090909090909
2010-01-01,11.109248068984968,7.242979665591758,0.7090909090909091
2010-02-01,11.547117026892328,7.512545379005244,0.6636363636363636
2010-03-01,10.997081933071362,10.963957868887963,1.3636363636363635
2010-04-01,9.676997707901048,12.492086618953206,1.481818181818182
2010-05-01,8.476552956869332,13.498136468734245,1.6
2010-06-01,6.867108550981049,12.839630724817075,1.4909090909090907
2010-07-01,6.760134468347445,13.37340183133064,1.781818181818182
2010-08-01,8.257771625218036,12.718804350985929,1.7090909090909092
2010-09-01,10.51314186741008,13.395199717168381,1.9454545454545453
2010-10-01,10.07503228617157,14.262013641770722,2.118181818181818
2010-11-01,9.204013237418462,13.427384159075457,2.0090909090909093
2010-12-01,9.095783293674751,14.918033083540138,2.4
2011-01-01,8.238449043822648,16.129994545931716,2.618181818181818
2011-02-01,7.176246403549635,16.959173288977752,2.7636363636363632
2011-03-01,7.707347723686153,17.693458402418205,2.909090909090909
2011-04-01,9.435850796483503,17.72224206530451,2.9818181818181815
2011-05-01,10.977200807701548,16.542410623818068,2.854545454545455
2011-06-01,11.86858394671926,15.46361504821916,2.8090909090909095
2011-07-01,10.635563482376664,14.604105577639649,2.781818181818182
2011-08-01,8.886384613090105,13.251657356377436,2.627272727272727
2011-09-01,5.923489793686221,14.92653575233514,3.027272727272727
2011-10-01,5.396507257399219,15.560576083784344,3.0454545454545454
2011-11-01,5.186344730465242,15.734673717563142,3.0454545454545454
2011-12-01,4.560235535641022,13.86171880582414,2.709090909090909
2012-01-01,3.732035650210208,12.533055178306057,2.645454545454545
2012-02-01,3.012388227463436,12.075410814269533,2.645454545454545
2012-03-01,1.8948968364357557,11.808803609271822,2.6
2012-04-01,0.5872624249119163,11.485286187075651,2.4999999999999996
2012-05-01,-0.5104160340901331,10.58290466432792,2.3363636363636364
2012-06-01,-1.2040685119400818,10.025515229473466,2.272727272727273
2012-07-01,-0.1029993666830986,10.218074724546707,2.309090909090909
2012-08-01,-0.0027011732761317,12.057677335572587,2.581818181818182
2012-09-01,-0.0027011732761095,12.92645641497858,2.5727272727272728
2012-10-01,-0.0027011732761095,13.15894440654522,2.5363636363636366
2012-11-01,-0.2024959761267153,11.47495775720141,2.2181818181818183
2012-12-01,-0.2024959761267264,11.131113541697884,2.2818181818181817
2013-01-01,-0.2024959761267153,8.845908342835038,1.8636363636363633
2013-02-01,-0.5012908983538678,7.558757631329107,1.736363636363636
2013-03-01,-0.7988942157067358,6.898354143829249,1.6363636363636365
2013-04-01,-0.7988942157067358,4.580991881438935,1.2181818181818183
2013-05-01,-0.4008957973144156,5.344795911855202,1.418181818181818
2013-06-01,-0.101199395500906,6.837499843807535,1.5818181818181818
2013-07-01,-0.0011003968991896,7.386307516563299,1.518181818181818
2013-08-01,-0.402299592899602,5.856336624535918,1.136363636363636
2013-09-01,-0.5017977951044972,4.146567041268645,0.9272727272727274
2013-10-01,-0.1038049862849166,1.4383157884013205,0.5272727272727273
2013-11-01,0.1961835873298456,1.0335948474804897,0.5636363636363636
2013-12-01,0.4961721609445746,2.405457193136709,0.7363636363636362
2014-01-01,0.4961721609445968,2.8417197171329645,0.6454545454545454
2014-02-01,1.200349543453716,2.8584653161859546,0.5454545454545454
2014-03-01,3.426757233409705,1.7429664384720422,0.3272727272727272
2014-04-01,6.839840222112215,2.420387917650707,0.5090909090909091
2014-05-01,10.788965185367092,1.8186489360082156,0.30909090909090914
2014-06-01,11.89685483722076,2.3204937108214687,0.3909090909090908
2014-07-01,12.456899155725388,2.2139125444913095,0.30000000000000004
2014-08-01,14.155643855962976,2.7795565086703413,0.40909090909090917
2014-09-01,17.46615752778591,2.7126744769960354,0.3272727272727272
2014-10-01,19.806120825152146,2.5050333457951957,0.2909090909090909
2014-11-01,21.838759601626755,2.3109413514693498,0.2545454545454545
2014-12-01,24.869574517090157,-0.7335347551742375,-0.2818181818181818
2015-01-01,28.48356419872249,-3.8509980600549216,-0.6727272727272728
2015-02-01,34.4862754485634,-3.371316386976378,-0.4090909090909091
2015-03-01,45.80312445891215,-1.4899540413071417,-0.1545454545454545
2015-04-01,60.90567462067749,0.5380231077154,-0.00909090909090911
2015-05-01,58.42543300802732,3.6501605590961574,0.3818181818181819
2015-06-01,57.48429182184107,4.513710981137869,0.38181818181818183
2015-07-01,55.28829572073968,4.558054219682141,0.38181818181818183
2015-08-01,52.82340213787082,3.9819884059325754,0.3181818181818182
2015-09-01,51.93230358313097,2.270580182402582,0.09999999999999996
2015-10-01,46.44256214506859,2.691316575626067,0.2999999999999999
2015-11-01,46.58627417857706,2.3879071171592416,0.22727272727272732
2015-12-01,43.31298844449232,3.1900100195827075,0.3909090909090909
2016-01-01,40.2549033370444,3.6720702227932605,0.4272727272727273
2016-02-01,32.6627575723611,1.7830569293256557,0.09090909090909091
2016-03-01,20.929047967585525,0.9404830171781227,0.07272727272727271
2016-04-01,9.790846181097358,0.1495213769070095,0.0090909090909091
2016-05-01,7.534869889704909,0.33740302513121406,0.08181818181818185
2016-06-01,6.8922312250254025,1.586416615781551,0.2545454545454545
2016-07-01,7.8639787816165985,2.3073022412477653,0.3
2016-08-01,8.407648029507776,3.057475295693521,0.3909090909090909
2016-09-01,7.877796377359636,3.4475509773278707,0.43636363636363645
2016-10-01,12.35904222484876,4.5839410073538325,0.6454545454545454
2016-11-01,12.138730377349027,4.543504431501741,0.5818181818181818
2016-12-01,12.361448809081654,6.637565004624605,0.9909090909090911
2017-01-01,12.584167240814148,10.706587810186296,1.6272727272727274
2017-02-01,14.166675615685032,13.016626573240675,1.8363636363636366
2017-03-01,15.070966115611297,11.534334649996453,1.4727272727272727
2017-04-01,12.180294503045252,12.252713407960563,1.8272727272727267
2017-05-01,13.525113218366425,9.059666822535199,1.3272727272727272
2017-06-01,15.57266035056144,6.35647825626014,1.090909090909091
2017-07-01,15.919725396659178,5.911880789903718,1.1818181818181819
2017-08-01,16.15226245863848,6.5397790835865885,1.3636363636363638
2017-09-01,16.38045943792852,7.34742231571248,1.4181818181818182
2017-10-01,14.56909041943939,7.067828449362065,1.309090909090909
2017-11-01,13.556200622018013,7.6565477520622744,1.4636363636363634
2017-12-01,13.66874393284263,6.687683957806428,1.2818181818181817
2018-01-01,14.118471900925078,5.535059151046366,1.1363636363636362
2018-02-01,14.005483314884582,4.5959090400450116,1.0272727272727271
2018-03-01,13.22155563000813,4.8595747658123685,1.1363636363636365
2018-04-01,13.109343979235044,4.374984119991992,0.990909090909091
2018-05-01,11.657792674466982,7.984077918850275,1.6454545454545453
2018-06-01,9.89940223864858,10.122561265358254,1.781818181818182
2018-07-01,8.912281859259563,11.668709919137159,1.936363636363636
2018-08-01,9.021303162421956,11.345979152252847,1.8
2018-09-01,8.9144195318706,11.03886922844045,1.863636363636364
2018-10-01,9.452534252877864,11.492755779781076,2.0
2018-11-01,9.994915492981304,9.963042910005854,1.718181818181818
2018-12-01,9.77710377913381,7.472698460442509,1.3636363636363638
2019-01-01,9.23632986889178,5.7444847055444725,1.2363636363636366
2019-02-01,8.803281980412514,5.913342302300624,1.3818181818181818
2019-03-01,8.588043044744055,6.63754959430163,1.4454545454545455
2019-04-01,8.803495511102666,8.354672476967938,1.654545454545454
2019-05-01,9.565119979680391,6.487304562542102,1.1909090909090911
2019-06-01,9.017294379781982,5.670464745117053,1.1818181818181819
2019-07-01,9.127080174726409,3.7217836577554317,0.881818181818182
2019-08-01,8.799698934202226,3.5314929294489517,0.9545454545454546
2019-09-01,7.51844634616452,2.877090644515327,0.7636363636363636
2019-10-01,6.4612344843536285,2.3044911139018582,0.6636363636363637
2019-11-01,5.096346862759371,3.569708559964554,0.8727272727272727
2019-12-01,4.053724374041545,6.1466740905533115,1.2363636363636363
2020-01-01,3.229536458207516,7.681438420642621,1.3
2020-02-01,2.407808804808864,7.035165331851873,1.0727272727272728
2020-03-01,2.306314445240188,4.256305802139089,0.6454545454545454
2020-04-01,2.103727683962453,0.25903870781113714,0.13636363636363633
2020-05-01,1.6981518043836408,-2.272799188880212,-0.09090909090909091
2020-06-01,2.4136161889370955,-1.676050992509173,0.1
2020-07-01,2.4136161889370733,0.5877790997961765,0.3636363636363636
2020-08-01,2.516337970470661,-1.823519700255566,-0.31818181818181823
2020-09-01,2.312730546497499,-2.3644995787818646,-0.3
2020-10-01,2.617535106218916,-2.457283921801974,-0.2818181818181818
2020-11-01,3.8477153472525223,-2.1738276341632172,-0.2636363636363636
2020-12-01,4.99232944426633,-1.3600981124214913,-0.2545454545454545
2021-01-01,6.144939847347075,3.224705191074517,0.5000000000000001
2021-02-01,7.528976174343603,5.076635180846349,0.5272727272727272
2021-03-01,8.48905631875736,7.932279373372529,0.9363636363636363
2021-04-01,8.381428286695147,10.795819992230516,1.3181818181818181
2021-05-01,9.462000851866591,13.30260435443073,1.7090909090909094
2021-06-01,9.462000851866591,13.638525520996328,1.6727272727272726
2021-07-01,10.232860012795197,13.833652905749048,1.8090909090909089
2021-08-01,10.232860012795197,18.02707632778636,2.6818181818181817
2021-09-01,11.000651077560963,20.57365647448714,2.9909090909090907
2021-10-01,10.89074944283066,25.439448579826568,3.8000000000000003
2021-11-01,10.343411094149424,31.09621107801697,4.672727272727272
2021-12-01,10.015333558686091,32.485185501278934,4.8
2022-01-01,10.015333558686134,34.568497781590644,5.300000000000001
2022-02-01,10.66888999566842,37.96187624924127,6.054545454545456
2022-03-01,13.71582108699454,46.03039234617894,7.554545454545454
2022-04-01,16.426029335344005,48.74888107309993,7.7272727272727275
2022-05-01,18.03507613760935,51.7227875267769,8.372727272727273
2022-06-01,21.451260975923383,55.10526377356081,9.145454545454546
2022-07-01,22.17924056219269,55.9553174119024,9.463636363636363
2022-08-01,23.77075371580841,55.845965360870274,9.627272727272727
2022-09-01,24.62687553004821,58.52807739712983,10.41818181818182
2022-10-01,26.60311934420154,59.62479504233074,10.727272727272727
2022-11-01,26.477521011518856,53.68049976827217,9.799999999999999
2022-12-01,26.603244193438847,46.624552636744305,9.109090909090908
2023-01-01,25.978351576491956,38.57811828022498,8.318181818181818
2023-02-01,24.862401611739603,34.11868181164427,8.081818181818182
2023-03-01,21.277835058292528,24.51525116534731,6.490909090909091
2023-04-01,17.86652834957241,20.904756487181743,6.309090909090909
2023-05-01,15.341636797780112,16.561254395830094,5.572727272727271
2023-06-01,12.768544997247757,11.80216560635636,4.781818181818182
2023-07-01,11.312744515654671,11.024666245486316,4.6
2023-08-01,8.560203850084559,11.759920210979079,4.554545454545454
2023-09-01,7.068699577365067,8.821775128241436,3.6636363636363636
2023-10-01,5.292926023398947,3.196513855805198,2.545454545454546
2023-11-01,5.08380402533859,0.4153041352884994,2.1727272727272724
2023-12-01,5.083804025338612,3.4146226906778865,2.6363636363636362
2024-01-01,4.666804803015756,6.670810540977099,2.6636363636363636
2024-02-01,4.251047882249082,9.373881109502292,2.6090909090909093
2024-03-01,3.2239439622269384,11.205547703592629,2.590909090909091
2024-04-01,3.2239439622269384,11.84867802887357,2.5181818181818185
2024-05-01,3.326654354229164,13.613894658057912,2.6818181818181817
2024-06-01,4.761746775815667,14.594037888666783,2.6363636363636362
2024-07-01,5.394111444482541,15.527146056774004,2.6636363636363636
2024-08-01,7.531923035648536,13.961684388450958,2.272727272727273
2024-09-01,8.60189241908782,11.822650812584655,1.9727272727272727
2024-10-01,9.679292145467675,12.236200825061735,2.1545454545454548
2024-11-01,11.207162881822462,13.941070553824952,2.4
2024-12-01,11.980201749918562,15.634954911340412,2.5272727272727273
2025-01-01,12.8724742738223,17.042828989006672,2.6545454545454543
2025-02-01,13.435148622146432,16.55574699923802,2.5272727272727273
2025-03-01,14.563856568635437,15.247848368636397,2.381818181818182
2025-04-01,15.135532499616724,14.650997910230705,2.4000000000000004
2025-05-01,15.93667437585653,12.837116943549635,2.1363636363636362
2025-06-01,14.348500754269434,12.993368030755036,2.281818181818182
2025-07-01,14.119803752760896,13.277914257407536,2.3272727272727276
2025-08-01,13.2122904028384,13.510895060349469,2.3636363636363638
2025-09-01,11.873819974430443,13.858403471875144,2.4090909090909087
2025-10-01,10.884758697642717,12.96343487696302,2.2636363636363637
2025-11-01,9.252500228099446,13.259618821770044,2.4000000000000004
2025-12-01,7.959571231317164,12.601864545159206,2.2818181818181813
